@relation face-shape

@attribute width_over_height REAL
@attribute points_error_fourOverTwo REAL
@attribute faceArea_over_boxArea REAL
@attribute funcDisToChin_over_faceHeight REAL
@attribute cenToSkin_over_cenToCorner REAL
@attribute class {Heart,Long,Oval,Round,Square}

@data
0.8399065135154444, 0.36363535628098315, 0.7844347820178083, 0.8985693004424595, 0.7491050590085724, Square
0.8016999859238002, 0.42591138556301267, 0.7509765870194275, 0.5354590726317378, 0.6628457579255244, Square
0.8027412832078595, 0.4421761304014815, 0.7897590320473744, 0.6841534972620222, 0.7774379435669196, Square
0.7458093909397195, 0.45264943443396893, 0.8104271239882271, 0.7243614221590813, 0.715452724222352, Square
0.7883431350733991, 0.3282737584352169, 0.8182749580315265, 0.38877697352417256, 0.7117731804071671, Square
0.7942627291053165, 0.4468411735208767, 0.7915076047144286, 0.9673621455947848, 0.6933797009290728, Square
0.7695007696032305, 0.558690288460036, 0.6796004669827039, 0.6278246473289284, 0.7115904942581966, Heart
0.6442156043956045, 0.6176173809891162, 0.7012002033607422, 0.6200208405135417, 0.7051617697045796, Heart
0.734627648401751, 0.5573592291022849, 0.7785804288378155, 0.62002329291723, 0.6249465309546507, Heart
0.6959632507193507, 0.647071331671772, 0.7410022127373939, 0.6200125521721641, 0.6884155829754571, Heart
0.7147139210860737, 0.6299387559643886, 0.7168664857888447, 0.6458113174944382, 0.7160670829710489, Heart
0.7192151796804871, 0.4527161007298549, 0.770740170539083, 0.7258243030530919, 0.6288764104488992, Heart
0.7468314837182015, 0.41013365126366136, 0.7822886972282106, 0.37713413708845905, 0.6597388887620393, Heart
0.7343474209627024, 0.5095933113427232, 0.7542570532417177, 0.8225997890177399, 0.7213007062718841, Heart
0.7477640133823515, 0.5210429062747375, 0.7553423126032327, -0.07304576358363539, 0.6829021267917978, Heart
0.7093222582811802, 0.455882835424118, 0.7459472545391356, 0.24267437762681676, 0.7422192025781199, Heart
0.7552974641732785, 0.5921299586787502, 0.7594799460430371, 0.6485363916067352, 0.6128258770283411, Heart
0.6815046970772831, 0.6181708584073945, 0.7744582384481438, 0.5014848035847099, 0.6133887910856638, Long
0.7021897439692092, 0.4978184539354301, 0.7390481599043318, 0.4903762173976725, 0.6273003065942306, Long
0.8122132694634168, 0.47357743128912455, 0.7120140002807305, 0.7515496786222672, 0.6965260331469924, Long
0.7243052705280183, 0.36698535827205875, 0.718886658199779, 0.7932586962856428, 0.6645619072289544, Long
0.7068452327806124, 0.3529508314326394, 0.7668191859839645, 0.8837033753410475, 0.6648955653301003, Long
0.6550238958749434, 0.39958245542447807, 0.7938962020225779, 0.759657796577841, 0.6597019033152263, Long
0.6435006352713398, 0.6273015013779971, 0.7347436428969562, 0.48692292079452104, 0.6113494720343947, Long
0.823847236697957, 0.544115151909485, 0.7520495046347232, 0.5585601161148384, 0.6146401005364526, Long
0.7068452327806124, 0.3529508314326394, 0.7668191859839645, 0.8837033753410475, 0.6648955653301003, Long
0.7067762106214693, 0.41187769210474184, 0.7265949665024471, 0.531600480378399, 0.6529333847998755, Long
0.7455453597788926, 0.44219333636379676, 0.7804120732898503, 0.544284351384202, 0.622831809630215, Long
0.7208927714338558, 0.5775008593757545, 0.7438053565291134, 0.9575237228591778, 0.7232157851905149, Long
