@relation face-shape

@attribute width_over_height REAL
@attribute points_error_fourOverTwo REAL
@attribute faceArea_over_boxArea REAL
@attribute funcDisToChin_over_faceHeight REAL
@attribute cenToSkin_over_cenToCorner REAL
@attribute class {Heart,Long,Oval,Round,Square}

@data
0.8632312660194142,0.5097805562154021,0.729234323786096,0.8065277491774073,0.6846661844073304,Heart
0.8085798585249403,0.6745639571647956,0.7618726663501139,0.7297955496211413,0.6681148504439428,Long
0.7247524503784412,0.29569956454776375,0.7539805164930372,0.6519083091670095,0.6665981915725895,Oval
0.6678956381319123,0.3381150310617742,0.7547740785951245,0.8482646340373422,0.6600849870379971,Long
0.732765228720081,0.5171202645561815,0.7504990546985171,0.5067754505718004,0.6538939117644602,Long
0.7821710529171667,0.41253397760295063,0.7584188586690013,0.7975310223949195,0.6612544431239004,Heart
0.7507259083026845,0.6168310920135364,0.7203242534818268,0.8674448783119652,0.6692588866148744,Oval
0.8055332498937323,0.4884252875071357,0.7753801209801896,0.8966655577352803,0.6266285910189955,Round
0.7458067501768694,0.5206624867570631,0.7750155234658329,0.6750464977653683,0.6696826530003566,Heart
0.8904026162317702,0.2780264109598916,0.7500459821109065,0.8462088638341476,0.6177852244189409,Oval
0.7885593194870238,0.5551783357235215,0.7353115380745603,0.9848483053880377,0.5953822901984336,Long
0.7699258548499649,0.7258887300874494,0.7969677597346863,1.2016463425422206,0.6427843970249044,Round
0.7069207614706877,0.2697287767522688,0.7849918274979709,0.7719594262239547,0.6666023755563704,Oval
0.8436721394435971,0.5066733658253002,0.7771548072190311,0.5315765388935679,0.5934434319226122,Oval
0.62242248495766,0.44852298972357996,0.7107510629472672,0.582959919653251,0.6720596085228512,Heart
0.7654503103357294,0.4674603850809691,0.7076704178540486,0.6643925402856486,0.633200807177192,Heart
0.852694862491418,0.4236191290843454,0.7375530597219895,0.9468046678910582,0.655562093192619,Square
0.7428108645222569,0.5848646665729148,0.7367203332940975,0.7350204438695523,0.7093127435516151,Round
0.7856888768630939,0.5995220757900143,0.7620405370165624,0.7444146197711136,0.645158027518427,Square
0.8045383452578386,0.43316412705352525,0.7754878514539775,0.6386352200132358,0.6408956315604962,Long
0.7745101469759392,0.43991351472505374,0.746052593403101,0.6367627027035593,0.6550133840299638,Square
0.7354719751926259,0.44893009518338445,0.771543780925241,0.8299110908470438,0.7021469756199499,Square
0.8158542579778175,0.45823375449752735,0.8027066798523721,0.5753178469558087,0.687728000443558,Square
0.8219440845346163,0.5198370579566368,0.7077377186761279,0.6335402556592945,0.6432872633909469,Oval
0.7750815106857158,0.38861126232242127,0.746762214083944,0.5747976334099371,0.6157871045478609,Long
0.6957824692667713,0.6146115034886717,0.7203619792111643,0.5000230957818494,0.6497652639362038,Long
0.7379974619741219,0.3882882499642222,0.7737945182846921,0.8756998292349837,0.6792582732038822,Square
0.7608512755232681,0.40092882467543206,0.730891127871422,0.8627225520180856,0.6013449264141316,Heart
0.7828316113247769,0.41465560184764255,0.7499255417713316,0.7920702764088984,0.6277852771914109,Square
0.7510937531151354,0.3515177323122291,0.7659660076450981,0.6197521099741391,0.6363961030678928,Square
0.5547741834661667,0.407660732332961,0.8007937390569352,0.7828729677232038,0.6647617419591524,Square
0.7510241513738173,0.3955849663110551,0.748990747079576,0.8497390638011959,0.6601959847678962,Long
0.7605102186027032,0.3242933575756744,0.7424831308742902,0.8061908565191952,0.7335655302623066,Oval
0.7683360176183713,0.41204535510850837,0.7370101702936457,0.9162665682189128,0.6406032584188587,Square
0.7495520005232734,0.6666050235005395,0.7465945562102065,0.9971788523406184,0.6151894121065862,Heart
0.8249313683736319,0.470622640036565,0.8015187882860114,4.556100532707042,0.6100532341145388,Square
0.7593911089806988,0.3685522001909276,0.7433365560088795,0.6507889543733733,0.6553067774280349,Oval
0.8311976083916471,0.46494958053853563,0.7749855669389921,0.5347539552566615,0.6459272380623339,Heart
0.7506553220961899, 0.4424974817000236, 0.7350884464538745, 0.7984177139366809, 0.6566339981054007, Oval
0.7182298520473823, 0.39862128951232045, 0.7677658013581151, 0.8042427400071162, 0.7039121615008291, Oval
0.8032545569833069, 0.3886741771907812, 0.7516534043929386, 0.8282850153349919, 0.6608987517031946, Oval
0.6947629059636558, 0.29833365736775486, 0.7616073084138962, 0.9497601923307396, 0.7143485328222691, Oval
0.7285089765599873, 0.3413526838693874, 0.7664868375232882, 0.8523716820224908, 0.6739227189891126, Oval
0.7601366343638646, 0.4705014565873842, 0.7331006671583721, 0.3957405555412277, 0.6743828528356789, Oval
0.7596780261591607, 0.4726469021548459, 0.7431706652184623, 0.8060691231543168, 0.6985402928956206, Oval
0.7502048367661855, 0.30028586691632586, 0.747472191941653, 0.5285369954348713, 0.606841147427339, Oval
0.8697078936259767, 0.44566184144762017, 0.7766643633485394, 1.0191061446869154, 0.7041302980671319, Oval
0.6792159949868902, 0.3382461418529103, 0.8156186582149991, 0.6144983776568252, 0.7612706408103408, Oval
0.74081791616759, 0.3588246658893832, 0.7527203319683237, 0.8033953604330466, 0.6632851621551923, Oval
0.7560427988537358, 0.33284041567057465, 0.7519035070176953, 0.6667409528261196, 0.6474396359443719, Oval
0.7946598781445395, 0.5141739655976576, 0.7775981673108675, 0.8933624526479883, 0.6800367342783583, Oval
0.7680912812975692, 0.3569791173717147, 0.7668448769654973, 0.7092361717454807, 0.6821910402406465, Oval
0.60818568301102, 0.36073290036527866, 0.7830542740510271, 0.7121801993491164, 0.6635618838968824, Oval
0.8070793276265137, 0.5742585852429091, 0.7669854208219217, 0.34638625547444835, 0.5964613059647967, Oval
0.8269018707771466, 0.38157942282046065, 0.7662198364348544, 1.0319375173716865, 0.6067146065048786, Oval
0.7841926939707393, 0.5131046141546812, 0.7134354506719816, 0.9519059511863247, 0.6279628173379106, Oval
0.8369833405418965, 0.4450478022938468, 0.746917524545774, 0.9168755450813686, 0.6334946298517864, Oval
0.7641994454414911, 0.27952066179634955, 0.8103078812050013, 0.29407049937843194, 0.6859675411086246, Round
0.777458833503641, 0.6281756287229044, 0.7864675547674643, 0.7267675187686975, 0.7513209743723545, Round
0.7542112984361519, 0.39374519224732407, 0.793827830772865, 0.532370147209238, 0.6840385747220998, Round
0.8461939664792151, 0.782978569276919, 0.6888120203143363, 0.5535982687218323, 0.7436137542980388, Round
0.8040076767270702, 0.39237822587339505, 0.7726097420327008, 0.4541721689204968, 0.733984531210754, Round
0.772438666001703, 0.4873047945854158, 0.6943423013758306, 0.06590768919592956, 0.6848626663317624, Round
0.7975337699815529, 0.4309486261070203, 0.8038192005416819, 0.8876939072662381, 0.7360381268867, Oval
0.7510729663632201, 0.6428730570794073, 0.7536968835642041, 0.809771815504114, 0.6825842616956506, Round
0.8285895175890181, 0.6316480051360231, 0.7267306355413352, 1.1403007413082011, 0.7225262265499695, Round
0.8168695866178368, 0.4249430913890734, 0.7531669489152657, 0.5683492164831432, 0.7437437128864226, Heart
0.8226337050649344, 0.5210913116565624, 0.7647474691020753, 0.855930915168884, 0.6588965422299287, Round
0.7283947311273379, 0.5925550012438199, 0.7944722839003011, 0.8574681052357058, 0.6966328281794487, Round
0.7960909091002427, 0.49936363042501936, 0.7652466348467333, 0.8785301961022967, 0.6622049202008358, Round
0.9191973441721979, 0.37736694548441385, 0.8052326845323501, 0.7739397975996237, 0.6965152877799629, Round
0.7048577351292202, 0.5709417843594392, 0.7932385319899463, 0.8882636321852919, 0.7321043505630127, Round
0.819981884974418, 0.4129466818039854, 0.7337284126749468, 0.8859925209231652, 0.6344798908310184, Round
0.8695995864461047, 0.6204741607031333, 0.8036754788722592, 0.5423064293631835, 0.763842432493105, Round
0.8622586304497332, 0.5280035412098507, 0.793407162392657, 0.937723892634517, 0.6519191226900801, Round
0.8352800408926163, 0.46911470904179337, 0.7497084150523958, 0.7881672645983729, 0.7135623803972796, Round
0.7601067652575627, 0.3950785398820331, 0.7964422006508995, 0.6976816898724616, 0.730109524643661, Square
0.7943273403595786, 0.34178662391711695, 0.808620383017654, 0.4612081736723038, 0.6766268057037729, Square
0.786307292846896, 0.4792712546545954, 0.7756163088363026, 0.8518811074369748, 0.6797846783154636, Square
0.7738032894841756, 0.38821759197011185, 0.7858394334664092, 0.7115094377864577, 0.7347288604803223, Square
0.8277550094079367, 0.39744593280963486, 0.7813936647273352, 0.8812674855686057, 0.7584727410239634, Square
